Issue Number,Issue Title,Time to Close,Number of Assignees,Number of Comments,Number of Labels,Type of Issue
58412,Inconsistent RMSProp implementation compared with Kingma and Ba paper,48,2,12,5,['Bug']
58411,"Converting model to frozen pb causes original model to go into an ""Invalid State""",2,1,5,4,['Other']
58404,typo in https://www.tensorflow.org/datasets/catalog/big_patent ,0,1,1,2,['Bug']
58398,Fail to build TensorFlowLiteC_framework on multiple computers. ,86,2,12,6,['Other']
58397,https://www.tensorflow.org/api_docs/python/tf/keras/losses/BinaryFocalCrossentropy contains some information of https://www.tensorflow.org/api_docs/python/tf/keras/losses/BinaryCrossentropy,0,1,3,4,['Bug']
58392,TFLite won't build using ccmake [vs cmake],3,2,10,5,['Other']
58387,Two unit test failures on high CPU core count machines,2,1,1,3,['Bug']
58380,Input details changed after converting tf model to tflite model ,14,1,4,6,['Bug']
58379,"when running tflite model , the performance of GPU  is obviously slower than  cpu on PC",29,2,40,6,['Other']
58378,Video classification notebook is showing error in output when replicated using TF 2.9,2,1,2,4,['Bug']
58373,High Batch Size Exceeds Memory,20,1,9,5,['Other']
58369,`tf.experimental.numpy.remainder` outputs nan for 0/inf on GPU,68,2,9,5,['Bug']
58365,tf.keras.layers.StringLookup() does not work within tf.keras.Sequential(),16,2,6,5,['Bug']
58364,"'ValueError: Graph already contains one or more main ops under the collection saved_model_main_op'. this error occurred When `add_meta_graph_and_variables` method is called more than once, with argument `main_op`",16,1,4,5,['Bug']
58363,How to enable GSPMD?,18,2,11,5,['enhancement']
58355,Can't run in Python 3.11.0 env.,0,2,1,1,['enhancement']
58354,`tf.dynamic_stitch` crash with segmentation fault,33,2,11,5,"['Critical', 'Bug']"
58352,RaggedTensorToVariant abort,5,2,4,4,['Bug']
58351,tf.raw_ops.DepthwiseConv2dNative test error based on tensorflow 2.8.2,17,2,5,5,['Bug']
58350,Check failed in fixed_unigram_candidate_sampler,67,1,4,4,['Bug']
58349,`GenerateBoundingBoxProposals` does not have cpu implementation,82,2,11,5,['Bug']
58348,Failed to build TF with ROCm >=5.2,21,2,4,4,['Bug']
58347,Conv2d with bfloat16: Incompatible type conversion requested to type 'float32' for AutoCastVariable which is casted to type 'bfloat16',28,1,10,5,['Other']
58344,how to force a session to run on a virtual gpu,17,1,8,6,['Other']
58341,Versioning scheme of CVE patches,0,1,3,2,['Bug']
58339,PyPI tensorflow-macos wheels 2.9.[012] and 2.10.0 don't work on Apple silicon + Rosetta,47,3,24,5,['Bug']
58338,Support for C++ Builder 11.2 ,0,1,2,2,['enhancement']
58337,@faheemirfan  I changed,18,2,4,2,['Other']
58333,Tensorflow training not progressing,39,1,21,6,['Other']
58332,Issue created for Rollback of PR #58259: Range kenrel: align CPU and GPU impl,8,4,3,0,['Other']
58323,Failed to compile tf2.11.0-rc1 on windows,15,1,8,4,['Other']
58322,tf.keras.layers.MultiHeadAttention causes a crash in tf.keras.layers.Softmax,14,1,5,5,"['Critical', 'Bug']"
58318,CHECK fail in `tf.raw_ops.AssignAddVariableOp` when  `value` has dtype of `float64`,69,2,8,4,['Bug']
58317,Deep learning : test a small number of images,19,2,7,5,['Bug']
58316,Unable to build 2.10 from source for GPU due to `absl::bit_cast`,1,2,11,3,['Other']
58315,CHECK fail in `tf.raw_ops.ResourceGather` when `dtype` value is mismatch with dtype value of `indices`,55,2,10,6,['Bug']
58296,WARNING:tensorflow:Using a while_loop,1,2,6,4,['Bug']
58293,"Error of reading model by ""from keras.models import load_model""",15,2,5,5,['Bug']
58292,Feature request - support tif images in image_dataset_from_directory,0,1,2,2,['enhancement']
58291,ImportError,1,1,5,3,['Bug']
58287,Issue created for Rollback of PR #55941: Dynamic Pywrap - Refactor pywrap_tensorflow_internal to load TF symbols from libtensorflow_cc.so,44,7,1,0,['Other']
58281,Undefined symbol `xla::HloComputation::CollectUnreachableRoots() const` with tf-nightly pip package,0,1,4,1,['Bug']
58280,Failed to allocate memory for input tensors - iOS,16,1,4,6,['Bug']
58277,Tensorflow:AutoGraph could not transform function,1,2,3,1,['Bug']
58275,TinyML (O'Reilly) error running test_hello_world_test,1,2,9,2,['Bug']
58274,A check fail can be triggered in ParameterizedTruncatedNormal,58,2,7,5,['Bug']
58273,A check fail can be triggered in MaxPoolV2,16,2,5,5,['Bug']
58272,A check fail can be triggered in MaxPoolGradWithArgmax,16,2,6,5,['Bug']
58267,tflite_runtime.interpreter.Interpreter causes segfault when using delegate,16,1,4,7,['Bug']
58263,No graph trace in tensorboard when using @tf.function(jit_compile=True),17,2,5,5,['Bug']
58262,A Check Fail can be triggered in GatherNd,17,1,5,5,['Bug']
58258,"Failing to fit an lstm model.fit(x=g,) with generator `g`, custom loss function and `run_eagerly` is False",6,1,3,4,['Bug']
58257,PLEASE TELL ME WHY THIS IS ERROR,18,1,5,2,['Bug']
58247,ModuleNotFoundError: No module named 'google.protobuf' under Ubuntu Jammy,12,1,17,3,['Bug']
58246,Typesec error: SineReLU advaced activation functions,0,1,4,1,['Bug']
58214,How to use non-zero values in sparse tensors for constructing graph in tensorflow 1.x,19,1,6,5,['Other']
58213,Deep learning : test a small number of images,11,1,2,1,['Other']
58211,Input has undefined rank. Received: input_shape=<unknown>,7,1,4,5,['Bug']
58210,An error occurred during the fetch of repository 'local_config_cuda',19,1,4,5,['Bug']
58208,'tf.AddV2' op is neither a custom op nor a flex op,19,1,6,7,['Other']
58192,TensorFlow Lite How to build NNAPI delegate for Android?,24,1,6,6,['Other']
58189,Mobile SSD model generates only 1 output,5,1,3,5,['Bug']
58186,Failed to load the native TensorFlow runtime,19,1,4,4,['Other']
58184,"Trying to save a model compiled with tfa.MultiOptimizer | gives error saying `TypeError: ('Not JSON Serializable:', ...`",1,1,2,4,['Bug']
58183,Keras load LSTM/GRU model with constant mask/initial_state will raise error,0,1,3,3,['Bug']
58181,A crash due to check-fail can be triggered in FixedUnigramCandidateSampler,92,1,10,5,"['Critical', 'Bug']"
58177,Crash due to check-fail in CropAndResize,19,1,8,5,"['Critical', 'Bug']"
58175,Check Fail Can Be Triggered in BlockLSTM,92,0,5,5,['Bug']
58168,BUILD target visibility broken by upcoming Bazel 6.0 release,13,4,3,3,['Other']
58164,Significant increase in the size of macOS wheel,0,3,3,1,['Bug']
58163,Tensorflow TF2.10 C++ API Issue,15,1,4,6,['Other']
58162,Crash due to illegal CUDA memory access in BiasAddGrad,64,1,5,5,"['Critical', 'Bug']"
58151,Keras model breaks upon saving and loading when input is broadcasted,1,1,4,4,['Bug']
58146,Incorrect output of LayerNormalization,43,1,10,5,['Bug']
58143,Internal error: Failed to run on the given Interpreter: tensorflow/lite/kernels/reshape.cc:66 num_input_elements != num_output_elements (1024 != 1633876594),0,1,8,3,['Bug']
58142,XLA CPU performance issues,15,1,3,5,['Other']
58141,"[[Func/training_2/SGD/gradients/gradients/batch_normalization_109/cond_grad/StatelessIf/else/_10305/input/_27305/_3781]]   (1) Failed precondition: Could not find variable batch_normalization_100/gamma. This could mean that the variable has been deleted. In TF1, it can also mean the variable is uninitialized. Debug info: container=localhost, status=Not found: Resource localhost/batch_normalization_100/gamma/N10tensorflow3VarE does not exist. 	 [[{{node ReadVariableOp}}]] 0 successful operations. 0 derived errors ignored",23,1,10,5,['Bug']
58140,"Increased memory usage while loading model graph  and observed a drop in performance throughput , When upgrade from TF version 2.8.0 to  either 2.8.1 or 2.9.1",79,1,37,6,['Other']
58139,zeta gives inconsistent results with scipy,58,1,5,5,['Bug']
58135,XLA compiler error: left_branch_shape.rank() == right_branch_shape.rank(),16,1,8,5,['Bug']
58134,AttributeError: module 'tensorflow._api.v2.train' has no attribute 'summary_iterator',3,1,3,3,['Bug']
58133,`tf.range` have accumulate floating point error on CPU,9,1,11,3,['Bug']
58131,`tf.scan` has inconsistent result on CPU/GPU,6,1,13,3,['Bug']
58127,Inconsistent behavior of gpu /cpu/numpy in int32 casting ,62,1,6,6,['Bug']
58124,Failed to compile TF 2.10.0 from source on Ubuntu 20.04: symbol lookup error,3,1,5,4,['Bug']
58120,model.fit()  is loading entire data even after providing batch_size,25,1,6,5,['Other']
58119,Some questions about the converted tflite model,17,1,5,5,['Question']
58117,Android (Kotlin) In Pose detection when I use front camera it display opposite mirror how to resolve it.,15,1,4,5,['Bug']
58115,The distribution package in pypi does not match the official tensorflow website.,24,1,7,5,['Other']
58114,while processing Pruning by using Densely connected Layer...,15,1,4,4,['Other']
58111,Troubles with set of imports,35,1,7,4,['Other']
58109,How can I make the dataset accept sequences or matrices? PLZ :),58,2,9,6,['Other']
58108,Adding Augumentation Layer extremely slow on Tensorflow 2.9 and 2.10,17,1,4,4,['Bug']
58107,Floating Point Exception in AvgPool3DGrad,18,1,2,5,['Bug']
58106,Check Fail in AvgPool3DGrad,98,1,11,6,['Bug']
58105,Segment Fault in AudioSpectrogram,68,1,8,6,['Bug']
58101,i trained custom pose classification model but its giving error at the time of inference,1,1,1,3,['Bug']
58100,I encountered a problem in upgrading the code from 1. X to 2.0.,15,1,4,5,['Other']
58098,Changes to metrics passed to on_batch_end(...),3,1,5,5,['Bug']
58096,Nested call from a tf.function decorated method behaves differently on Tensorarray depending if nested method is also decorated,19,1,6,5,['Bug']
58088,Fail to serialize EfficientNet model using to_json() method,26,1,6,5,['Bug']
58087,`tf.keras.Model()` behaves incorrectly if `inputs` is a dictionary view,5,1,3,4,['Bug']
58086,Custom layer with tf.extract_image_patches extremely slow,21,1,6,4,['Other']
58084, got this issue when I run the emotion detection program,15,1,3,2,['Other']
58077,ONEDNN - Layer Normalization error,16,1,5,4,['Bug']
58075,_MklBatchMatMulV2 performs even worse than normal BatchMatMul,15,1,4,5,['Bug']
58074,Cross-build failed tensorflow lite demo minimal,4,1,15,4,['Other']
58068,Tensorflow Keras Model with customer loss returns error: AttributeError: 'method' object has no attribute '_from_serialized',29,1,6,5,['Bug']
58053,tf.saturate_cast errors for tf.complex type tensor,36,1,16,5,['Bug']
58052,How to build tflite-runtime .whl with XNNPACK?,16,1,10,5,['Other']
58048,`Rsqrt` missing in `tensorflow/lite/kernels/internal/reference`,9,1,8,4,['Other']
58047,tf.nn.conv2d failed to activate TF-32 mode,21,1,9,4,['Other']
58040,Softlayer Operation with Tflite,2,1,8,3,['Other']
58037,when will import the alpha tensor's fast matrix mutiplication.,16,1,4,4,['enhancement']
58034,"XLA JIT compile failing on TF 2.9.2, A100 GPUs (on GCP VMs)",17,1,12,6,['Bug']
58031,CosineSimilarity outputs result smaller than -1,2,1,4,4,['Bug']
58030,tf.keras.metrics.CategoricalAccuracy crash with xla on cuda when dtype is set to complex,26,2,4,4,"['Critical', 'Bug']"
58028,tf.experimental.numpy.argmax/argmin crash with xla with complex input,101,2,6,5,"['Critical', 'Bug']"
58027,`tf.reverse_sequence` crash with abort when seq_axis is negative,38,1,7,5,"['Critical', 'Bug']"
58026,Tensorflow CUDA A100 compatibility issue,1,1,3,4,['Other']
58025,Node: 'IteratorGetNext' Input dataset was expected to contain 1152 elements but contained at least 1153 elements.,19,1,4,5,['Bug']
58021,AMD GPU's support for Tensorflow,24,1,9,5,['Other']
58019,tf.raw_ops.TruncateDiv documentation is not consistent,42,1,5,3,"['Bug', 'Documentation']"
58013,Tensorflow Build Fail with `config=asan/msan/ubsan`,7,1,6,3,['Other']
58009,Using nested loss functions in graph-mode,18,1,6,5,['Other']
58007,transpose_op_test.py fails with rank 1 complex input on GPU,20,1,9,4,['Bug']
58004,Failed to build libtensorflowlite_c.so on M1 mac,4,1,6,5,['Other']
58001,model created in TF 1.15.4 won't run on TF 1.15.5,14,1,4,4,['Bug']
58000,Incorrect behavior at elementwise calculation(MUL) between different dimension when use GPU DELEGATE,28,2,6,5,['Bug']
57999,`tf.gather` outputs wrong result with jit_compile,36,1,7,6,['Bug']
57990,"is there any ways I can embed my self-implemented FP8 format (C/C++) into tensorflow, and support current ops automatically?",29,1,5,5,['enhancement']
57981,Another Check-fail in Conv2DBackpropFilter,6,1,5,3,['Bug']
57980,Check-fail in Conv2DBackpropFilter,49,1,2,4,['Bug']
57978,Undocumented explicit padding exceptions in tf.nn.max_pool and tf.nn.max_pool2d,90,1,9,4,['Bug']
57976,Supporting int32 value type in TextFileInitializer.,21,1,3,5,['enhancement']
57975,Grappler error when Softmax is used in a custom layer,30,1,8,5,['Bug']
57968,//tensorflow/python/tools:aot_compiled_test fails to build on aarch64,3,1,4,4,['Other']
57967,Issue with saving a network,48,1,7,6,['Bug']
57966,tf_sentencepiece problem with tensorflow 2.10.0,72,1,8,5,['Other']
57964,tf.nn.ctc_loss documentation does not mention that 'blank_index' must be provided when 'labels' is a SparseTensor,59,1,7,6,"['Bug', 'Documentation']"
57963,tensorflow.keras.layers has no attribute Normalization,0,1,2,3,['Other']
57962,App attribute missing ,14,1,4,5,['Other']
57961,tf.signal.inverse_stft has inconsistent results with or without @tf.function,43,1,5,5,['Bug']
57960,tf.signal.stft has different results with or without @tf.function,43,1,7,5,['Bug']
57959,tf.linalg.matrix_rank has different results with or without @tf.function,78,1,10,5,['Bug']
57958,tf.nn.conv2d_transpose abort with large `output_shape`,59,1,2,4,['Bug']
57951,Couldn't install cuda 11.2 ,14,1,4,5,['Other']
57949,https://stackoverflow.com/questions/73934844/issue-with-y-true-argument-that-in-passed-into-customloss-class-while-running,17,1,3,5,['Question']
57946,Wrong Shape Signature Output after Conversion to TFLite,30,1,4,5,['Bug']
57945,Error loading fashion_mnist dataset,3,1,5,4,['Bug']
57941,Build Failed   for CUDA 11.7 ,15,1,4,4,['Other']
57940,C++ compilation of rule '@boringssl//:ssl' failed,4,1,4,4,['Other']
57937,"Getting ""OSError: [WinError 6] The handle is invalid"" after epoch ends in Tensorflow",18,1,4,3,['Bug']
57936,impossibility to build from source  Mac M1,15,1,9,5,['Other']
57934,Class GpuDelegateFactory missing in Tensorflow Lite Java,32,1,16,6,['Other']
57933,Import error Mac M1 ,1,1,2,3,['Bug']
57930,AssertionError: Tried to export a function which references 'untracked' resource Tensor:tf.train.ExponentialMovingAverage,18,1,4,5,['Bug']
57926,Markdown Failure for TF Dialect Documentation,17,1,11,4,"['Bug', 'Documentation']"
57924,random.set_seed() does not work on tensorflow-macos,0,1,2,1,['Bug']
57922,Don't show correct formula ,25,1,6,5,['Bug']
57920,TF board does not show keras metrics. ,2,1,3,4,['Bug']
57919,How do I specify the device of an operator when I load the model using the C API?,47,1,5,5,['Other']
57918,Unit test float8_test fails to build on AARCH64,3,1,7,2,['Other']
57917,Information gets lost when saving and loading a model,3,1,5,4,['Other']
57916,How to hide: failed call to cuInit: CUDA_ERROR_NO_DEVICE: no CUDA-capable device is detected,0,1,3,3,['Bug']
57915,MoveNet Multipose lightning model cannot be converted to tflite int8 format,27,1,8,6,['Bug']
57906,Tensorflow Lite does not support tf.math.rsqrt() operation conversion.,14,1,11,4,['Bug']
57905,Tensorflow Lite edgetpu compilation error: Attempting to use a delegate that only supports static-sized tensors with a graph that has dynamic-sized tensors.,41,1,7,5,['Bug']
57903,"why my 'workers=4,use_multiprocessing=True' do not work while training?",7,1,7,4,['Bug']
57902,`tf.compat.v1.nn.embedding_lookup` computes wrong forward gradient when indices are out of bound,48,1,7,5,['Bug']
57898,[TF] `tf.image.resize_with_crop_or_pad` constfolding issue with variable batch size.,82,1,5,5,['Bug']
