Issue Number,Issue Title,Time to Close,Number of Assignees,Number of Comments,Number of Labels,Type of Issue
92178,DISABLED test_type_copy_dynamic_shapes (torch._dynamo.testing.make_test_cls_with_patches.<locals>.DummyTestClass),5,0,5,4,['Other']
92172,NameError: name 'sympy' is not defined - still exists in CPU build from source installation,0,0,2,0,['Other']
92166,Recent PyTorch nightly builds breaks DALLE2_pytorch model in Torchbench,7,0,24,2,['Other']
92283,Randomness 'different' results in weird behavior of Dropout,12,1,5,3,['Critical']
92140,jacobian computed with fwd and reverse strategy are conjugates (for complex input and complex output).,0,0,3,3,['Other']
92138,Fail to run quantized conv fused with add relu with oneDNN library ,3,1,1,2,['Other']
92129,AOT autograd - incorrect functionalization when requires_grad = False,0,0,1,1,['Other']
92123,"After pytorch encapsulates the custom operator, the output cannot be obtained。RuntimeError: CUDA error: an illegal memory access was encountered",0,0,4,3,['Bug']
92112,PyTorch 2.0:      KeyError: 'JUMP_ABSOLUTE'  when using torch.compile(),0,0,2,1,['Bug']
92108,"[inductor] `SyntaxError` due to invalid import alias when using `convolution = ""triton""`",11,1,0,2,['Bug']
92104,DISABLED test_torch_seed_dynamic_shapes (torch._dynamo.testing.make_test_cls_with_patches.<locals>.DummyTestClass),6,0,3,4,['Other']
92098,"torch.eye(..., out=t) / nn.init.eye_ does not work on MPS for tensor slices",0,0,1,2,['Other']
92096,_preload_cuda_deps does not work if cublas and cudnn are in different nvidia folders,11,0,3,3,['Other']
92090,Cuda 11.8 add to CI. Cuda 11.6 deprecation,11,2,0,2,['Other']
92088,Report total channel sizes for anaconda,14,1,0,2,['Other']
92074,PYTORCH_NO_CUDA_MEMORY_CACHING=1 doesn't work,0,0,2,2,['Other']
92070,dynamo assertion error on dtype,0,0,2,1,['Bug']
92068,[Bug] dynamo tracing failure on dist.is_available(),0,0,2,1,['Bug']
92065,ModuleNotFoundError : Trying to verify the installation of PyTorch but not working even though 'torch - 1.13.1' installed in system,0,0,1,2,['Bug']
92046,DISABLED test_python_ref_executor__refs_mean_executor_nvfuser_cuda_float32 (__main__.TestCommonCUDA),14,0,2,4,['Other']
92043,Wrongly returns nan for complex numbers division,14,0,8,3,['Other']
92042,DISABLED test_torch_profiler_dynamic_shapes (torch._dynamo.testing.make_test_cls_with_patches.<locals>.DummyTestClass),7,0,11,4,['Other']
92038,Padding op for integral inputs generates invalid inductor code,0,0,0,0,['Other']
92018,QMNIST dataset labels are all 0.,0,0,1,0,['Other']
92002,unable to install pytorch with conda on macOS 10.13,1,0,1,2,['Other']
91973,CUDA not available on RTX 4080,0,0,7,3,['Other']
91944,[Inductor] philox randn doesn't follow standard normal distribution,7,0,1,4,['Critical']
91933,`win-vs2019-cpu-py3 / build` workflows failing consistently with linker crash,2,1,14,2,['Critical']
91922,amax and amin should return the full tensor with dim=(),0,0,3,3,['Other']
91904,Nested Tensor MatMul for list of 3D tensors does not work,0,0,2,2,['Other']
91901,dynamo specializing the size of module's tensor attribute,2,1,3,1,['Other']
91894,Tensor copying not always detecting when src and dest refer to same memory location,0,0,1,0,['Other']
91882,Difference between aot_function and aot_module in AOT Autograd?,0,0,1,0,['Other']
91872,Batch Normalization with DDP,0,0,0,0,['Other']
91868,DISABLED test_torch_profiler (__main__.MiscTests),15,0,2,6,['Other']
91867,DISABLED test_torch_seed (__main__.MiscTests),15,0,2,5,['Other']
91866,DISABLED test_torch_size (__main__.MiscTests),16,0,2,5,['Other']
91851,"None Gradient, when multiplying tensor by constant",0,0,1,0,['Other']
91847,Further explanation about license using,0,0,1,0,['Other']
91843,logsumexp reference produces wrong results and doesn't follow references conventions,2,1,2,2,['Other']
91830,Resized compressed sparse tensor has wrong numel() result.,3,1,0,3,['Other']
91823,Tracemalloc giving wrong numbers for memory,2,0,1,0,['Other']
91817,[FSDP] clip_grad_norm_ always move total_norm to cpu,3,0,2,1,['Other']
91804,DISABLED test_op_has_batch_rule_ge_cpu_float32 (__main__.TestVmapOperatorsOpInfoCPU),14,0,2,4,['Other']
91797,"When the rocm environment is compiled using torch transcoding, packaging errors will occur.",7,0,0,2,['Bug']
91794,Tried to use torch.compile() to optimize model but didn't experience acceleration when running,11,0,6,1,['Other']
91793,torch.nn.BatchNorm3d get killed with large input arguments,3,0,4,0,['Other']
91791,Process killed when running torch.Tensor.repeat_interleave,4,0,4,0,['Other']
91778,"Update NLLLoss docs with ""soft targets"" aka class probabilities like in CrossEntropyLoss",0,0,1,0,['Other']
91777,"torch.compile burns-in device numbers, leading to errors when called with tensors on new device",13,0,1,2,['Bug']
91773,"Unable to import torchvision due to an error with the ""op"" function.",0,0,2,1,['Bug']
91765,OnceCycleLR Scheduler computes wrong learning rate in last step,9,0,4,2,['Other']
91764,TypeError: forward() missing 1 required positional argument: 'device',0,0,2,1,['Bug']
91762,KPI: Current distribution of issues by OS,0,1,1,1,['Other']
91758,C10_CUDA_KERNEL_LAUNCH_CHECK() becomes a no-op,11,1,2,3,['Critical']
91757,Build error: ‘LeakyReLU’ is not a member of ‘torch::jit::fuser::onednn::opkind’,0,0,2,1,['Bug']
91750,"[ONNX] exporting ONNX failed with error: ""Cannot insert a Tensor that requires grad as a constant""",0,0,0,0,['Other']
91725,Functionalization behavior change when handling indexed assignment.,0,0,2,0,['Other']
91707,"I found a solution, which is to use a context object in multiprocessing.",0,0,0,0,['Other']
91693,File location problem,5,0,11,3,['Other']
91690,narrow_copy : silently incorrect for non-contiguous inputs on CPU,4,1,1,3,['Critical']
91689,Add new field to PyTorch on Windows backlog,0,0,1,0,['Other']
91685,DISABLED test_operator_linalg_lu_factor_cuda_float32 (__main__.TestCompositeComplianceCUDA),14,0,2,4,['Other']
91683,"RuntimeError: ""logaddexp_cuda"" not implemented for 'Half'",5,1,6,1,['Bug']
91682,`torch.profiler.tensorboard_trace_handler` does not save trace with `torch.profiler.schedule`,4,0,4,1,['Other']
91659,Segmentation fault when running torch.nn.functional.fractional_max_pool2d on torch 1.13.1,0,0,5,0,['Other']
91654,Improve/relax type hints on `hook` parameter of `register_forward_hook` and `register_forward_pre_hook`,9,0,1,4,['Other']
91637,torch process kills when running torch.nn.ConvTranspose3d,6,0,5,4,['Critical']
91631,`<Sparse compressed>.conj()` fails with complex inputs (expects strided layout) and breaks complex autograd support.,7,0,0,5,['Other']
91619,Dense-sparse matrix multiplication,0,0,5,1,['Other']
91612,torch.nn.functional.conv1 return different values when the batch size of the input tensor is different,1,0,2,2,['Other']
91611,Segmentation when running torch.linalg.ldl_solve on torch 1.13.1,6,0,4,4,['Critical']
91610,DISABLED test_aot_autograd_exhaustive_svd_lowrank_cpu_float32 (__main__.TestEagerFusionOpInfoCPU),15,0,3,2,['Other']
91598,A Hard-to-Describe Numerical Error in nn.Linear for Tensors with dim>2,0,0,1,0,['Other']
91595,Floating point exception when running torch.nn.functional.pixel_unshuffle,2,0,5,4,['Other']
91594,Floating point exception when running torch.nn.functional.conv1d,1,0,4,0,['Other']
91592,Floating point exception when running torch.nn.functional.conv3d,1,0,3,0,['Other']
91591,Segmentation fault when running torch.linalg.ldl_solve ,20,0,2,3,['Other']
91587,Floating point exception when running torch.nn.functional.conv_transpose1d,1,0,4,2,['Other']
91586,Double free or coruption when running torch.lu_solve,0,0,3,2,['Other']
91585,Segmentation fault when running torch.lu_solve with negative input tensor,0,0,3,2,['Other']
91571,Quantizing nn.MultiheadAttention does not copy batch_first attribute,16,1,1,1,['Other']
91568,torch.hub.load() fails to load from cache if there is no network and crashes,9,0,1,3,"['Critical', 'Bug']"
91567,NaN when calculating derivatives of torch.erf,17,0,2,3,['Other']
91563,New initialization functions - HeNormal and HeUniform,0,0,0,0,['Other']
91558,Floating point exception when running torch.nn.functional.conv2d,4,0,6,3,['Other']
91555,Crash when running torch.nn.functional.max_unpool3d in pytorch 1.8.0 and 1.12.0,2,0,3,2,['Critical']
91551,Pytorch 2.0 compiled model complains stride mismatch about pixel_shuffle,4,1,4,3,['Critical']
91550,Floating point exception when running torch.nn.functional.conv_transpose3d in pytorch 1.8.0 and 1.12.0 ,2,0,3,3,['Other']
91549,Floating point exception when running torch.nn.functional.conv_transpose2d in pytorch 1.8.0 and 1.12.0,4,0,5,0,['Other']
91529,The result obtained after an operation from a tensor obtained from pyTorch model does not have grad_fn and can not backward,4,0,3,2,['Other']
91528,"ONNX exporter: Float constant generated for module data member, even though it is explicitly declared as int",12,1,2,2,['Other']
91523,Insane memory usage when using gradient calculation,0,0,1,0,['Other']
91506,PyTorch 2.0 compiled torch.linspace crashes when given steps=1,4,0,0,3,['Critical']
91505,"PyTorch 2.0 torch.compile fails with unfold, unsqueeze, permute sequence for negative index",8,0,3,4,['Other']
91497,DISABLED test_tensor_requires_grad (test_jit.TestScript),14,0,3,3,['Other']
91496,DISABLED test_mm_batching (test_jit.TestScript),14,0,2,3,['Other']
91495,DISABLED test_rand (test_jit.TestScript),14,0,5,3,['Other']
91494,DISABLED test_optional_tensor (test_jit.TestScript),14,0,2,3,['Other']
91493,DISABLED test_prim_grad_undefined (test_jit.TestScript),14,0,2,3,['Other']
91492,DISABLED test_requires_grad_loop (test_jit.TestScript),14,0,2,3,['Other']
91491,DISABLED test_cat (test_jit.TestScript),14,0,2,3,['Other']
91490,DISABLED test_request_bailout (test_jit.TestScript),14,0,2,3,['Other']
91487,DISABLED test_canonicalize_tensor_iterator (jit.test_tracer.TestTracer),0,0,2,3,['Other']
91485,DISABLED test_torch_tensor_dtype (test_jit.TestScript),14,0,2,3,['Other']
91484,DISABLED test_optional_list (test_jit.TestScript),14,0,2,3,['Other']
91483,DISABLED test_stack (test_jit.TestScript),14,0,2,3,['Other']
91482,DISABLED test_tensor_as_tensor_shape_prop (test_jit.TestScript),14,0,2,3,['Other']
91480,DISABLED test_conv_dim_folding (jit.test_peephole.TestPeephole),0,0,2,3,['Other']
91451,Asymmetry in implementation of autograd.Function and functorch interaction,20,1,3,3,['Other']
91438,[JIT] Input variable is changed,11,0,3,1,['Other']
91431,"The float type is converted to the long type, and the gradient information is lost",7,0,5,0,['Other']
91420,stable `torch.sort` crash with expanded tensor,12,0,3,3,['Critical']
91404,vmap support for torch.trace,8,1,0,3,['Other']
91383,"Out of bounds error of wight[ignore_index] in torch.nn.fucntional.cross_entropy() only when using weight, label_smoothing, and reduction='mean'.",2,0,2,2,['Bug']
91382,Pytorch `tensor.dcp()` to be a shorthand for `my_tensor.detach().cpu().numpy()`,2,0,2,2,['Other']
91381,DISABLED test_sharded_tensor_to_cpu (__main__.TestShardedTensorEnumerable),3,0,2,3,['Other']
91380,concat layers/models to run them in parallel,0,0,5,0,['Other']
91378,Benchmark compare_ddp.py failed,9,0,4,3,['Other']
91373,torch.linalg.norm is greatly slower than numpy.linalg.norm,10,0,5,3,['Other']
91361,Input grad of LPPool error,3,0,2,0,['Other']
91357,[JIT] Difference in output between ONNX model created via torch.onnx.export and original PyTorch model,24,1,8,2,['Other']
91332,Many CI workflows are failing with KeyError: 'jobs',25,1,6,2,['Bug']
91313,torch fails to install inside macOs under python 3.11.0+,0,0,2,0,['Other']
91306,[Torch 2.0] Fake Tensor Fails for codegen model,0,0,6,2,['Bug']
91304,remove_weight_norm reverses the order of Orderd Dict in state_dict. (weight ⇔ bias),0,0,1,0,['Other']
91303,Exporting quantized model with `torch.cat` operators to onnx fails,32,1,0,2,['Other']
91302,RuntimeError: status != cudaStreamCaptureStatus::cudaStreamCaptureStatusInvalidated,18,0,5,2,['Bug']
91296,DISABLED test_python_ref_executor__refs_le_executor_nvfuser_cuda_int32 (__main__.TestCommonCUDA),3,0,2,3,['Other']
91294,Converting booleans into floats does not consistently yield exact 0 or 1,0,0,1,0,['Other']
91276,[RFC] [Inductor] decompose aten.exponential_,27,0,9,2,['Other']
91258,[RFC] Add support for distributed full-graph training and inference,7,0,2,1,['Other']
91246,First class dims doesn't work with python 3.11,23,0,3,2,['Other']
91242,torch.stack() is very slow compared numpy.stack(),19,0,5,2,['Other']
91240,ONNX conversion issue with data type,14,0,1,2,['Other']
91236,Two typos in `torch.distributed.distributed_c10d::broadcast_object_list`,0,0,1,3,['Other']
91225,Does Fx mode quantization support S8S8 perchannel quant,0,0,1,0,['Other']
91198,`torch.var` defaults are incorrect between CPU and MPS,0,1,0,2,['Other']
91186,torchaudio error: OSError: libtorch_cuda_cpp.so: cannot open shared object file: No such file or directory,0,0,4,2,['Bug']
91174,"vmap support for nansum, nanmean",8,0,1,3,['Other']
91161,Error on python object destruction in python 3.11,29,1,0,2,['Bug']
91107,Tensor.softmax() wasn't include in documentation,5,0,8,2,['Documentation']
91102,[Dynamo] Graph Re-compilation Invoked by Customized Operator,31,1,1,2,['Other']
91101,[Dynamo] Graph Re-compilation Invoked by `np.sqrt`,31,1,5,4,['Bug']
91097,PyTorch 1.13.1 Docker image has 1.13.0 installed,2,1,3,4,['Critical']
91095,"`torch.compile` with `""inductor""` backend is much slower than `torch._dynamo.optimize`",7,0,2,2,['Other']
91084,Pytorch 2.0: SSD from torchvision don't compile,36,1,6,3,['Other']
91080,Torch.optim Errata,1,0,1,2,['Other']
91062,A valid batch sparse compressed tensor select result does not pass validation,16,1,0,3,['Other']
91041,vmap errors when summing a 0-dim tensor within the vmap,10,1,0,3,['Bug']
91025,[FSDP] cannot find engine to run cudnn convolutions,3,0,9,4,['Other']
91010,`CSC->COO` produces `is_coalesced` outputs which are not,18,0,0,3,['Other']
91007,CSR with int32 indices to CSC conversion may produce an invalid tensor,1,2,2,2,['Other']
91005,Torch Dynamo/Inductor fails when `/tmp` is mounted `noexec`,18,0,6,3,['Critical']
91004,Mac arm64 conda builds are broken in nightly,41,0,3,1,['Other']
91003,torch.where signature mismatch,28,0,5,3,['Documentation']
91002,JIT doesn't obey __jit_unused_properties__ of modules inside a ModuleList,0,0,0,1,['Other']
90988,CUDA 12 Support,4,0,7,1,['Other']
90961,[FSDP][BE] Rename `prefixed_param_names` -> `fqns` in `_exec_order_utils.py`,31,1,0,3,['Other']
90960,Improve Test for DCP,35,1,2,2,['Other']
90951,Uninitialised access to member of torch::indexing::TensorIndex,12,0,4,4,['Other']
90940,ROCM runners timeout,43,0,11,3,['Other']
90928,Explain next steps to user once they sign EasyCLA,39,0,1,2,['Other']
90926,Log indices of dataloader during iteration,20,0,6,2,['Other']
90910,CSR to BSR conversion result has incorrect column indices and values ordering,1,1,2,3,['Other']
90882,PyTorch 2.0: RuntimeError: Inference tensors do not track version counter.,39,0,2,1,['Bug']
90851,Refactor mkldnn-specific parts out of _inductor/overrides,4,1,2,2,['Other']
90845,Cuda not available despite compatible installs,19,0,6,1,['Other']
90839,"dynamo.export does not provide node.meta[""tensor_meta""]",0,0,6,2,['Other']
90838,[FSDP] Investigate param dtype change after FSDP constructor,29,1,0,3,['Other']
90836,"`{CSR/CSC} @ {CSR/CSC}`: wrong zero result (orthogonal rows/columns, empty index intersection).",2,0,0,5,['Other']
90835,DISABLED test_return_nested_function (__main__.MiscTests),5,0,4,4,['Other']
90834,torch.compile: Warning for torch.distributions.Independent,37,1,2,2,['Other']
90833,Dead code in _sparse_coo_tensor_unsafe,27,1,0,4,['Other']
90819,"csr sparse_tensor cannot multiply by scalar. RuntimeError: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument mask in method wrapper__sparse_mask)",8,1,1,2,['Bug']
90817,DISABLED test_sparse_triangular_solve_cuda_complex64 (__main__.TestSparseCSRCUDA),1,0,2,4,['Other']
90815,[Inductor] decompose aten.uniform_,27,1,15,2,['Other']
90794,FYI: script for counting external PRs,0,0,0,0,['Other']
90758,PR author cannot rebase PR using pytorchbot,0,1,2,3,['Other']
90756,DISABLED test_cpu_gpu_parity_nn_ConvTranspose2d_cuda_complex64 (__main__.TestModuleCUDA),8,0,2,4,['Other']
90696,Pytorch nightly conda builds for Linux and Windows failing,4,1,6,2,['Critical']
90693,`{CSR/CSC} @ {CSR/CSC}`: wrong results with empty arguments on the CPU.,15,0,2,4,['Other']
90692,libcusparse.so.11 not defined in file libcusparse.so.11 with link time reference,0,1,10,6,['Critical']
90690,Docstring for Adam optimizer argument `differentiable` is missing.,0,0,1,3,['Other']
90673,PyTorch 1.13.0 conda install failed during import due to undefined symbol,0,0,6,1,['Other']
90654,load pytorch weight file without  torch package,0,0,0,0,['Other']
90652,Assertion error triggered by CrossRefFakeMode,1,0,6,0,['Other']
90635,`torch.cumsum` is broken for integral datatypes on MPS backend,29,1,0,2,['Other']
90623,[Bug] torch.compile fails with broadcast_all in torch.distributions.utils,43,0,5,4,['Bug']
90606,Intel MKL ERROR with pytorch 1.10.0,2,0,3,4,['Bug']
90584,"[FSDP][BE] `MixedPrecision(param_dtype=torch.float32, ...)` support",3,1,1,3,['Other']
